,locationid,latitude,longitude,shapewkt,X,country,CONST_CODE,WARD_NAME,CONSTITUEN,COUNTY_ASS,COUNTY_A_1,COUNTY_COD,COUNTY_NAME
526,10248056,2.708,38.458,"POLYGON ((38.416665792999964 2.6666664299999852, 38.499999125999963 2.6666664299999852, 38.499999125999963 2.7499997629999853, 38.416665792999964 2.7499997629999853, 38.416665792999964 2.6666664299999852))",936,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
527,10248074,4.042,37.375,"POLYGON ((37.333332463999966 3.9999997579999871, 37.416665796999965 3.9999997579999871, 37.416665796999965 4.0833330909999868, 37.333332463999966 4.0833330909999868, 37.333332463999966 3.9999997579999871))",1646,Kenya,46,DUKANA,NORTH HORR,228,DUKANA,10,MARSABIT
528,10248078,2.458,38.292,"POLYGON ((38.249999126999938 2.4166664309999888, 38.333332459999937 2.4166664309999888, 38.333332459999937 2.4999997639999889, 38.249999126999938 2.4999997639999889, 38.249999126999938 2.4166664309999888))",933,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
529,10248082,2.958,38.958,"POLYGON ((38.916665790999957 2.9166664289999886, 38.999999123999956 2.9166664289999886, 38.999999123999956 2.9999997619999887, 38.916665790999957 2.9999997619999887, 38.916665790999957 2.9166664289999886))",184,Kenya,45,BUTIYE,MOYALE,221,BUTIYE,10,MARSABIT
530,10248083,2.708,37.042,"POLYGON ((36.999999131999942 2.6666664299999852, 37.083332464999941 2.6666664299999852, 37.083332464999941 2.7499997629999853, 36.999999131999942 2.7499997629999853, 36.999999131999942 2.6666664299999852))",648,Kenya,48,LOIYANGALANI,LAISAMIS,236,LOIYANGALANI,10,MARSABIT
531,10248222,0.542,38.708,"POLYGON ((38.666665791999947 0.49999977199998824, 38.749999124999945 0.49999977199998824, 38.749999124999945 0.58333310499998825, 38.666665791999947 0.58333310499998825, 38.666665791999947 0.49999977199998824))",1747,Kenya,50,GARBATULLA,ISIOLO SOUTH,248,GARBA TULLA,11,ISIOLO
532,10248459,4.042,36.708,"POLYGON ((36.666665799999947 3.9999997579999871, 36.749999132999946 3.9999997579999871, 36.749999132999946 4.0833330909999868, 36.666665799999947 4.0833330909999868, 36.666665799999947 3.9999997579999871))",1241,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
533,10248493,2.208,38.958,"POLYGON ((38.916665790999957 2.1666664319999853, 38.999999123999956 2.1666664319999853, 38.999999123999956 2.2499997649999854, 38.916665790999957 2.2499997649999854, 38.916665790999957 2.1666664319999853))",1148,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
534,10248719,3.458,36.625,"POLYGON ((36.583332466999963 3.4166664269999885, 36.666665799999961 3.4166664269999885, 36.666665799999961 3.4999997599999886, 36.583332466999963 3.4999997599999886, 36.583332466999963 3.4166664269999885))",1634,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
535,10248723,3.708,37.458,"POLYGON ((37.416665796999951 3.6666664259999848, 37.499999129999949 3.6666664259999848, 37.499999129999949 3.7499997589999849, 37.416665796999951 3.7499997589999849, 37.416665796999951 3.6666664259999848))",725,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
536,10248729,1.542,39.125,"POLYGON ((39.083332456999955 1.4999997679999879, 39.166665789999954 1.4999997679999879, 39.166665789999954 1.5833331009999878, 39.083332456999955 1.5833331009999878, 39.083332456999955 1.4999997679999879))",411,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
537,10248840,2.208,37.292,"POLYGON ((37.249999130999953 2.1666664319999853, 37.333332463999952 2.1666664319999853, 37.333332463999952 2.2499997649999854, 37.249999130999953 2.2499997649999854, 37.249999130999953 2.1666664319999853))",1040,Kenya,48,KORR/NGURUNIT,LAISAMIS,238,KORR/NGURUNIT,10,MARSABIT
538,10249218,2.958,36.625,"POLYGON ((36.583332466999963 2.9166664289999886, 36.666665799999961 2.9166664289999886, 36.666665799999961 2.9999997619999887, 36.583332466999963 2.9999997619999887, 36.583332466999963 2.9166664289999886))",1364,Kenya,48,LOIYANGALANI,LAISAMIS,236,LOIYANGALANI,10,MARSABIT
539,10249260,0.875,38.292,"POLYGON ((38.249999126999938 0.8333331039999905, 38.333332459999937 0.8333331039999905, 38.333332459999937 0.91666643699999051, 38.249999126999938 0.91666643699999051, 38.249999126999938 0.8333331039999905))",670,Kenya,50,KINNA,ISIOLO SOUTH,249,KINNA,11,ISIOLO
540,10249754,1.625,38.792,"POLYGON ((38.74999912499996 1.5833331009999867, 38.833332457999958 1.5833331009999867, 38.833332457999958 1.6666664339999866, 38.74999912499996 1.6666664339999866, 38.74999912499996 1.5833331009999867))",1598,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
541,10249769,2.042,36.958,"POLYGON ((36.916665798999958 1.9999997659999877, 36.999999131999957 1.9999997659999877, 36.999999131999957 2.0833330989999879, 36.916665798999958 2.0833330989999879, 36.916665798999958 1.9999997659999877))",513,Kenya,48,KARGI/SOUTH HORR,LAISAMIS,237,KARGI/SOUTH HORR,10,MARSABIT
542,10249819,1.792,38.458,"POLYGON ((38.416665792999964 1.7499997669999843, 38.499999125999963 1.7499997669999843, 38.499999125999963 1.8333330999999842, 38.416665792999964 1.8333330999999842, 38.416665792999964 1.7499997669999843))",41,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
543,10249944,3.708,36.292,"POLYGON ((36.249999134999939 3.6666664259999848, 36.333332467999938 3.6666664259999848, 36.333332467999938 3.7499997589999849, 36.249999134999939 3.7499997589999849, 36.249999134999939 3.6666664259999848))",1306,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
544,10249963,2.125,36.958,"POLYGON ((36.916665798999958 2.0833330989999865, 36.999999131999957 2.0833330989999865, 36.999999131999957 2.1666664319999867, 36.916665798999958 2.1666664319999867, 36.916665798999958 2.0833330989999865))",772,Kenya,48,KARGI/SOUTH HORR,LAISAMIS,237,KARGI/SOUTH HORR,10,MARSABIT
545,10249964,2.208,38.042,"POLYGON ((37.999999127999956 2.1666664319999853, 38.083332460999955 2.1666664319999853, 38.083332460999955 2.2499997649999854, 37.999999127999956 2.2499997649999854, 37.999999127999956 2.1666664319999853))",1795,Kenya,47,KARARE,SAKU,234,KARARE,10,MARSABIT
546,10250019,2.208,38.458,"POLYGON ((38.416665792999964 2.1666664319999853, 38.499999125999963 2.1666664319999853, 38.499999125999963 2.2499997649999854, 38.416665792999964 2.2499997649999854, 38.416665792999964 2.1666664319999853))",868,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
547,10250035,4.292,36.458,"POLYGON ((36.416665800999965 4.2499997569999834, 36.499999133999964 4.2499997569999834, 36.499999133999964 4.3333330899999831, 36.416665800999965 4.3333330899999831, 36.416665800999965 4.2499997569999834))",286,Kenya,46,ILLERET,NORTH HORR,232,ILLERET,10,MARSABIT
548,10250037,1.042,38.708,"POLYGON ((38.666665791999947 0.99999976999998808, 38.749999124999945 0.99999976999998808, 38.749999124999945 1.083333102999988, 38.666665791999947 1.083333102999988, 38.666665791999947 0.99999976999998808))",544,Kenya,50,GARBATULLA,ISIOLO SOUTH,248,GARBA TULLA,11,ISIOLO
549,10250603,2.542,38.792,"POLYGON ((38.74999912499996 2.4999997639999876, 38.833332457999958 2.4999997639999876, 38.833332457999958 2.5833330969999877, 38.74999912499996 2.5833330969999877, 38.74999912499996 2.4999997639999876))",1527,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
550,10250627,2.125,38.458,"POLYGON ((38.416665792999964 2.0833330989999865, 38.499999125999963 2.0833330989999865, 38.499999125999963 2.1666664319999867, 38.416665792999964 2.1666664319999867, 38.416665792999964 2.0833330989999865))",1134,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
551,10250650,0.708,39.125,"POLYGON ((39.083332456999955 0.66666643799998582, 39.166665789999954 0.66666643799998582, 39.166665789999954 0.74999977099998583, 39.083332456999955 0.74999977099998583, 39.083332456999955 0.66666643799998582))",749,Kenya,50,SERICHO,ISIOLO SOUTH,250,SERICHO,11,ISIOLO
552,10250677,0.375,38.292,"POLYGON ((38.249999126999938 0.33333310599999066, 38.333332459999937 0.33333310599999066, 38.333332459999937 0.41666643899999067, 38.249999126999938 0.41666643899999067, 38.249999126999938 0.33333310599999066))",1273,Kenya,50,KINNA,ISIOLO SOUTH,249,KINNA,11,ISIOLO
553,10250738,1.292,39.208,"POLYGON ((39.166665789999939 1.2499997689999844, 39.249999122999938 1.2499997689999844, 39.249999122999938 1.3333331019999843, 39.166665789999939 1.3333331019999843, 39.166665789999939 1.2499997689999844))",614,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
554,10250774,0.875,39.208,"POLYGON ((39.166665789999939 0.8333331039999905, 39.249999122999938 0.8333331039999905, 39.249999122999938 0.91666643699999051, 39.166665789999939 0.91666643699999051, 39.166665789999939 0.8333331039999905))",1607,Kenya,50,SERICHO,ISIOLO SOUTH,250,SERICHO,11,ISIOLO
555,10251145,3.625,37.292,"POLYGON ((37.249999130999953 3.583333092999986, 37.333332463999952 3.583333092999986, 37.333332463999952 3.6666664259999862, 37.249999130999953 3.6666664259999862, 37.249999130999953 3.583333092999986))",974,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
556,10251400,2.375,37.958,"POLYGON ((37.916665794999943 2.33333309799999, 37.999999127999942 2.33333309799999, 37.999999127999942 2.41666643099999, 37.916665794999943 2.41666643099999, 37.916665794999943 2.33333309799999))",856,Kenya,47,KARARE,SAKU,234,KARARE,10,MARSABIT
557,10251479,1.292,39.292,"POLYGON ((39.249999122999952 1.2499997689999844, 39.333332455999951 1.2499997689999844, 39.333332455999951 1.3333331019999843, 39.249999122999952 1.3333331019999843, 39.249999122999952 1.2499997689999844))",416,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
558,10251574,2.958,38.542,"POLYGON ((38.499999125999949 2.9166664289999886, 38.583332458999948 2.9166664289999886, 38.583332458999948 2.9999997619999887, 38.499999125999949 2.9999997619999887, 38.499999125999949 2.9166664289999886))",1399,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
559,10251576,2.958,38.625,"POLYGON ((38.583332458999962 2.9166664289999886, 38.666665791999961 2.9166664289999886, 38.666665791999961 2.9999997619999887, 38.583332458999962 2.9999997619999887, 38.583332458999962 2.9166664289999886))",1060,Kenya,45,URAN,MOYALE,226,URAN,10,MARSABIT
560,10251982,0.792,37.042,"POLYGON ((36.999999131999942 0.74999977099998461, 37.083332464999941 0.74999977099998461, 37.083332464999941 0.83333310399998461, 36.999999131999942 0.83333310399998461, 36.999999131999942 0.74999977099998461))",301,Kenya,49,OLDO/NYIRO,ISIOLO NORTH,247,OLDONYIRO,11,ISIOLO
561,10251988,3.958,37.542,"POLYGON ((37.499999129999964 3.9166664249999883, 37.583332462999962 3.9166664249999883, 37.583332462999962 3.9999997579999884, 37.499999129999964 3.9999997579999884, 37.499999129999964 3.9166664249999883))",1115,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
562,10252195,3.375,37.625,"POLYGON ((37.583332462999948 3.3333330939999897, 37.666665795999947 3.3333330939999897, 37.666665795999947 3.41666642699999, 37.583332462999948 3.41666642699999, 37.583332462999948 3.3333330939999897))",1848,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
563,10252246,2.125,38.292,"POLYGON ((38.249999126999938 2.0833330989999865, 38.333332459999937 2.0833330989999865, 38.333332459999937 2.1666664319999867, 38.249999126999938 2.1666664319999867, 38.249999126999938 2.0833330989999865))",171,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
564,10252411,2.375,38.125,"POLYGON ((38.083332460999941 2.33333309799999, 38.16666579399994 2.33333309799999, 38.16666579399994 2.41666643099999, 38.083332460999941 2.41666643099999, 38.083332460999941 2.33333309799999))",593,Kenya,47,SAGANTE/JALDESA,SAKU,233,SAGANTE/JALDESA,10,MARSABIT
565,10252457,1.625,39.292,"POLYGON ((39.249999122999952 1.5833331009999867, 39.333332455999951 1.5833331009999867, 39.333332455999951 1.6666664339999866, 39.249999122999952 1.6666664339999866, 39.249999122999952 1.5833331009999867))",1348,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
566,10252580,1.458,38.708,"POLYGON ((38.666665791999947 1.4166664349999891, 38.749999124999945 1.4166664349999891, 38.749999124999945 1.499999767999989, 38.666665791999947 1.499999767999989, 38.666665791999947 1.4166664349999891))",604,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
567,10252795,1.792,37.875,"POLYGON ((37.833332461999959 1.7499997669999843, 37.916665794999957 1.7499997669999843, 37.916665794999957 1.8333330999999842, 37.833332461999959 1.8333330999999842, 37.833332461999959 1.7499997669999843))",1855,Kenya,48,LAISAMIS,LAISAMIS,240,LAISAMIS,10,MARSABIT
568,10253149,2.708,38.875,"POLYGON ((38.833332457999944 2.6666664299999852, 38.916665790999943 2.6666664299999852, 38.916665790999943 2.7499997629999853, 38.833332457999944 2.7499997629999853, 38.833332457999944 2.6666664299999852))",879,Kenya,45,BUTIYE,MOYALE,221,BUTIYE,10,MARSABIT
569,10253391,2.708,38.792,"POLYGON ((38.74999912499996 2.6666664299999852, 38.833332457999958 2.6666664299999852, 38.833332457999958 2.7499997629999853, 38.74999912499996 2.7499997629999853, 38.74999912499996 2.6666664299999852))",1470,Kenya,45,OBBU,MOYALE,227,OBBU,10,MARSABIT
570,10253590,3.875,36.292,"POLYGON ((36.249999134999939 3.8333330919999895, 36.333332467999938 3.8333330919999895, 36.333332467999938 3.9166664249999896, 36.249999134999939 3.9166664249999896, 36.249999134999939 3.8333330919999895))",285,Kenya,46,ILLERET,NORTH HORR,232,ILLERET,10,MARSABIT
571,10253591,0.625,37.042,"POLYGON ((36.999999131999942 0.583333104999987, 37.083332464999941 0.583333104999987, 37.083332464999941 0.666666437999987, 36.999999131999942 0.666666437999987, 36.999999131999942 0.583333104999987))",1504,Kenya,49,OLDO/NYIRO,ISIOLO NORTH,247,OLDONYIRO,11,ISIOLO
572,10253827,2.125,38.208,"POLYGON ((38.166665793999954 2.0833330989999865, 38.249999126999953 2.0833330989999865, 38.249999126999953 2.1666664319999867, 38.166665793999954 2.1666664319999867, 38.166665793999954 2.0833330989999865))",102,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
573,10253862,4.208,36.375,"POLYGON ((36.333332467999952 4.1666664239999847, 36.416665800999951 4.1666664239999847, 36.416665800999951 4.2499997569999843, 36.333332467999952 4.2499997569999843, 36.333332467999952 4.1666664239999847))",428,Kenya,46,ILLERET,NORTH HORR,232,ILLERET,10,MARSABIT
574,10253974,0.792,38.542,"POLYGON ((38.499999125999949 0.74999977099998461, 38.583332458999948 0.74999977099998461, 38.583332458999948 0.83333310399998461, 38.499999125999949 0.83333310399998461, 38.499999125999949 0.74999977099998461))",807,Kenya,50,GARBATULLA,ISIOLO SOUTH,248,GARBA TULLA,11,ISIOLO
575,10254107,3.625,37.042,"POLYGON ((36.999999131999942 3.583333092999986, 37.083332464999941 3.583333092999986, 37.083332464999941 3.6666664259999862, 36.999999131999942 3.6666664259999862, 36.999999131999942 3.583333092999986))",303,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
576,10254414,3.542,36.875,"POLYGON ((36.833332465999945 3.4999997599999872, 36.916665798999944 3.4999997599999872, 36.916665798999944 3.5833330929999874, 36.833332465999945 3.5833330929999874, 36.833332465999945 3.4999997599999872))",510,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
577,10254459,1.708,39.292,"POLYGON ((39.249999122999952 1.6666664339999855, 39.333332455999951 1.6666664339999855, 39.333332455999951 1.7499997669999854, 39.249999122999952 1.7499997669999854, 39.249999122999952 1.6666664339999855))",694,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
578,10254481,1.292,38.375,"POLYGON ((38.333332459999951 1.2499997689999844, 38.41666579299995 1.2499997689999844, 38.41666579299995 1.3333331019999843, 38.333332459999951 1.3333331019999843, 38.333332459999951 1.2499997689999844))",1055,Kenya,49,CHARI,ISIOLO NORTH,243,CHARI,11,ISIOLO
579,10254620,2.292,38.208,"POLYGON ((38.166665793999954 2.2499997649999841, 38.249999126999953 2.2499997649999841, 38.249999126999953 2.3333330979999842, 38.166665793999954 2.3333330979999842, 38.166665793999954 2.2499997649999841))",37,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
580,10254628,2.792,38.958,"POLYGON ((38.916665790999957 2.7499997629999839, 38.999999123999956 2.7499997629999839, 38.999999123999956 2.8333330959999841, 38.916665790999957 2.8333330959999841, 38.916665790999957 2.7499997629999839))",338,Kenya,45,BUTIYE,MOYALE,221,BUTIYE,10,MARSABIT
581,10254807,1.542,38.875,"POLYGON ((38.833332457999944 1.4999997679999879, 38.916665790999943 1.4999997679999879, 38.916665790999943 1.5833331009999878, 38.833332457999944 1.5833331009999878, 38.833332457999944 1.4999997679999879))",813,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
582,10254809,3.875,37.708,"POLYGON ((37.666665795999961 3.8333330919999895, 37.74999912899996 3.8333330919999895, 37.74999912899996 3.9166664249999896, 37.666665795999961 3.9166664249999896, 37.666665795999961 3.8333330919999895))",28,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
583,10255130,1.958,37.625,"POLYGON ((37.583332462999948 1.916666432999989, 37.666665795999947 1.916666432999989, 37.666665795999947 1.9999997659999889, 37.583332462999948 1.9999997659999889, 37.583332462999948 1.916666432999989))",1260,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
584,10255154,1.708,38.875,"POLYGON ((38.833332457999944 1.6666664339999855, 38.916665790999943 1.6666664339999855, 38.916665790999943 1.7499997669999854, 38.833332457999944 1.7499997669999854, 38.833332457999944 1.6666664339999855))",1003,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
585,10255412,2.708,38.625,"POLYGON ((38.583332458999962 2.6666664299999852, 38.666665791999961 2.6666664299999852, 38.666665791999961 2.7499997629999853, 38.583332458999962 2.7499997629999853, 38.583332458999962 2.6666664299999852))",1745,Kenya,46,TURBI,NORTH HORR,230,TURBI,10,MARSABIT
586,10255644,4.042,36.292,"POLYGON ((36.249999134999939 3.9999997579999871, 36.333332467999938 3.9999997579999871, 36.333332467999938 4.0833330909999868, 36.249999134999939 4.0833330909999868, 36.249999134999939 3.9999997579999871))",1170,Kenya,46,ILLERET,NORTH HORR,232,ILLERET,10,MARSABIT
587,10255860,1.375,38.625,"POLYGON ((38.583332458999962 1.3333331019999903, 38.666665791999961 1.3333331019999903, 38.666665791999961 1.4166664349999902, 38.583332458999962 1.4166664349999902, 38.583332458999962 1.3333331019999903))",809,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
588,10255889,2.542,37.958,"POLYGON ((37.916665794999943 2.4999997639999876, 37.999999127999942 2.4999997639999876, 37.999999127999942 2.5833330969999877, 37.916665794999943 2.5833330969999877, 37.916665794999943 2.4999997639999876))",1125,Kenya,47,SAGANTE/JALDESA,SAKU,233,SAGANTE/JALDESA,10,MARSABIT
589,10255893,2.542,37.875,"POLYGON ((37.833332461999959 2.4999997639999876, 37.916665794999957 2.4999997639999876, 37.916665794999957 2.5833330969999877, 37.833332461999959 2.5833330969999877, 37.833332461999959 2.4999997639999876))",1266,Kenya,47,MARSABIT CENTRAL,SAKU,235,MARSABIT CENTRAL,10,MARSABIT
590,10255934,0.875,38.708,"POLYGON ((38.666665791999947 0.8333331039999905, 38.749999124999945 0.8333331039999905, 38.749999124999945 0.91666643699999051, 38.666665791999947 0.91666643699999051, 38.666665791999947 0.8333331039999905))",996,Kenya,50,GARBATULLA,ISIOLO SOUTH,248,GARBA TULLA,11,ISIOLO
591,10256008,2.542,36.875,"POLYGON ((36.833332465999945 2.4999997639999876, 36.916665798999944 2.4999997639999876, 36.916665798999944 2.5833330969999877, 36.833332465999945 2.5833330969999877, 36.833332465999945 2.4999997639999876))",1635,Kenya,48,LOIYANGALANI,LAISAMIS,236,LOIYANGALANI,10,MARSABIT
592,10256039,1.875,37.958,"POLYGON ((37.916665794999943 1.8333330999999902, 37.999999127999942 1.8333330999999902, 37.999999127999942 1.91666643299999, 37.916665794999943 1.91666643299999, 37.916665794999943 1.8333330999999902))",1654,Kenya,48,LAISAMIS,LAISAMIS,240,LAISAMIS,10,MARSABIT
593,10256046,1.625,37.875,"POLYGON ((37.833332461999959 1.5833331009999867, 37.916665794999957 1.5833331009999867, 37.916665794999957 1.6666664339999866, 37.833332461999959 1.6666664339999866, 37.833332461999959 1.5833331009999867))",164,Kenya,48,LAISAMIS,LAISAMIS,240,LAISAMIS,10,MARSABIT
594,10256047,1.542,37.458,"POLYGON ((37.416665796999951 1.4999997679999879, 37.499999129999949 1.4999997679999879, 37.499999129999949 1.5833331009999878, 37.416665796999951 1.5833331009999878, 37.416665796999951 1.4999997679999879))",918,Kenya,48,LAISAMIS,LAISAMIS,240,LAISAMIS,10,MARSABIT
595,10256693,1.792,37.375,"POLYGON ((37.333332463999966 1.7499997669999843, 37.416665796999965 1.7499997669999843, 37.416665796999965 1.8333330999999842, 37.333332463999966 1.8333330999999842, 37.333332463999966 1.7499997669999843))",723,Kenya,48,KORR/NGURUNIT,LAISAMIS,238,KORR/NGURUNIT,10,MARSABIT
596,10256696,0.458,38.125,"POLYGON ((38.083332460999941 0.41666643899998945, 38.16666579399994 0.41666643899998945, 38.16666579399994 0.49999977199998946, 38.083332460999941 0.49999977199998946, 38.083332460999941 0.41666643899998945))",243,Kenya,50,KINNA,ISIOLO SOUTH,249,KINNA,11,ISIOLO
597,10256775,2.125,37.792,"POLYGON ((37.749999128999946 2.0833330989999865, 37.833332461999944 2.0833330989999865, 37.833332461999944 2.1666664319999867, 37.749999128999946 2.1666664319999867, 37.749999128999946 2.0833330989999865))",1122,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
598,10256810,3.125,36.625,"POLYGON ((36.583332466999963 3.0833330949999862, 36.666665799999961 3.0833330949999862, 36.666665799999961 3.1666664279999863, 36.583332466999963 3.1666664279999863, 36.583332466999963 3.0833330949999862))",567,Kenya,48,LOIYANGALANI,LAISAMIS,236,LOIYANGALANI,10,MARSABIT
599,10256828,3.625,36.792,"POLYGON ((36.74999913299996 3.583333092999986, 36.833332465999959 3.583333092999986, 36.833332465999959 3.6666664259999862, 36.74999913299996 3.6666664259999862, 36.74999913299996 3.583333092999986))",1701,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
600,10256831,1.125,39.208,"POLYGON ((39.166665789999939 1.0833331029999869, 39.249999122999938 1.0833331029999869, 39.249999122999938 1.1666664359999868, 39.166665789999939 1.1666664359999868, 39.166665789999939 1.0833331029999869))",343,Kenya,50,SERICHO,ISIOLO SOUTH,250,SERICHO,11,ISIOLO
601,10256903,2.125,37.875,"POLYGON ((37.833332461999959 2.0833330989999865, 37.916665794999957 2.0833330989999865, 37.916665794999957 2.1666664319999867, 37.833332461999959 2.1666664319999867, 37.833332461999959 2.0833330989999865))",30,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
602,10257171,2.375,38.958,"POLYGON ((38.916665790999957 2.33333309799999, 38.999999123999956 2.33333309799999, 38.999999123999956 2.41666643099999, 38.916665790999957 2.41666643099999, 38.916665790999957 2.33333309799999))",1287,Kenya,45,URAN,MOYALE,226,URAN,10,MARSABIT
603,10257391,1.875,39.042,"POLYGON ((38.999999123999942 1.8333330999999902, 39.083332456999941 1.8333330999999902, 39.083332456999941 1.91666643299999, 38.999999123999942 1.91666643299999, 38.999999123999942 1.8333330999999902))",476,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
604,10257396,3.292,37.125,"POLYGON ((37.083332464999955 3.2499997609999838, 37.166665797999954 3.2499997609999838, 37.166665797999954 3.3333330939999839, 37.083332464999955 3.3333330939999839, 37.083332464999955 3.2499997609999838))",908,Kenya,46,NORTH HORR,NORTH HORR,231,NORTH HORR,10,MARSABIT
605,10257569,0.708,38.875,"POLYGON ((38.833332457999944 0.66666643799998582, 38.916665790999943 0.66666643799998582, 38.916665790999943 0.74999977099998583, 38.833332457999944 0.74999977099998583, 38.833332457999944 0.66666643799998582))",1145,Kenya,50,SERICHO,ISIOLO SOUTH,250,SERICHO,11,ISIOLO
606,10257734,3.125,36.875,"POLYGON ((36.833332465999945 3.0833330949999862, 36.916665798999944 3.0833330949999862, 36.916665798999944 3.1666664279999863, 36.833332465999945 3.1666664279999863, 36.833332465999945 3.0833330949999862))",1436,Kenya,48,LOIYANGALANI,LAISAMIS,236,LOIYANGALANI,10,MARSABIT
607,10257773,1.542,39.458,"POLYGON ((39.41666578899995 1.4999997679999879, 39.499999121999949 1.4999997679999879, 39.499999121999949 1.5833331009999878, 39.41666578899995 1.5833331009999878, 39.41666578899995 1.4999997679999879))",1481,Kenya,49,CHERAB,ISIOLO NORTH,244,CHERAB,11,ISIOLO
608,10258067,0.375,38.458,"POLYGON ((38.416665792999964 0.33333310599999066, 38.499999125999963 0.33333310599999066, 38.499999125999963 0.41666643899999067, 38.416665792999964 0.41666643899999067, 38.416665792999964 0.33333310599999066))",596,Kenya,50,GARBATULLA,ISIOLO SOUTH,248,GARBA TULLA,11,ISIOLO
609,10258109,1.125,39.292,"POLYGON ((39.249999122999952 1.0833331029999869, 39.333332455999951 1.0833331029999869, 39.333332455999951 1.1666664359999868, 39.249999122999952 1.1666664359999868, 39.249999122999952 1.0833331029999869))",1156,Kenya,50,SERICHO,ISIOLO SOUTH,250,SERICHO,11,ISIOLO
610,10258159,3.208,38.625,"POLYGON ((38.583332458999962 3.166666427999985, 38.666665791999961 3.166666427999985, 38.666665791999961 3.2499997609999851, 38.583332458999962 3.2499997609999851, 38.583332458999962 3.166666427999985))",404,Kenya,45,OBBU,MOYALE,227,OBBU,10,MARSABIT
611,10258225,3.042,37.958,"POLYGON ((37.916665794999943 2.9999997619999874, 37.999999127999942 2.9999997619999874, 37.999999127999942 3.0833330949999875, 37.916665794999943 3.0833330949999875, 37.916665794999943 2.9999997619999874))",1727,Kenya,46,MAIKONA,NORTH HORR,229,MAIKONA,10,MARSABIT
612,10258236,1.708,38.292,"POLYGON ((38.249999126999938 1.6666664339999855, 38.333332459999937 1.6666664339999855, 38.333332459999937 1.7499997669999854, 38.249999126999938 1.7499997669999854, 38.249999126999938 1.6666664339999855))",1390,Kenya,48,LAISAMIS,LAISAMIS,240,LAISAMIS,10,MARSABIT
613,10258273,1.958,37.875,"POLYGON ((37.833332461999959 1.916666432999989, 37.916665794999957 1.916666432999989, 37.916665794999957 1.9999997659999889, 37.833332461999959 1.9999997659999889, 37.833332461999959 1.916666432999989))",1049,Kenya,48,LOGO LOGO,LAISAMIS,239,LOGOLOGO,10,MARSABIT
614,10258909,3.375,38.708,"POLYGON ((38.666665791999947 3.3333330939999897, 38.749999124999945 3.3333330939999897, 38.749999124999945 3.41666642699999, 38.666665791999947 3.41666642699999, 38.666665791999947 3.3333330939999897))",874,Kenya,45,OBBU,MOYALE,227,OBBU,10,MARSABIT
